name,isPE,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics
10000.exe,1,1,0,0,0.10191042566270775,7.996507662182031,332,3,1522486135,0,0,224,258
10001.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
10002.exe,1,0,1,0,1.6610703272628786,7.738232761852952,332,5,1485930176,0,0,224,258
10003.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
10004.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
10005.exe,1,1,0,0,2.0960867003521213,7.965871283461739,332,5,1378565877,0,0,224,258
10006.exe,1,0,0,0,4.238408387562281,6.341243459446102,332,4,1063373680,0,0,224,271
10007.exe,1,1,2,1,0.11446338125913882,7.993955874221684,332,7,1391944495,0,0,224,783
10008.exe,1,0,0,0,3.4587948676502043,5.916399126492269,332,5,1002619712,0,0,224,270
10009.exe,1,1,2,1,3.029081174032456,7.999987077748846,332,7,1387937380,0,0,224,258
10010.exe,1,0,1,0,0.08153941234324169,7.478902546103904,332,4,1381069457,0,0,224,270
10011.exe,1,1,0,0,0.09800417566270775,7.993646109126136,332,3,1517678807,0,0,224,258
10012.exe,1,0,0,0,0.10191042566270775,7.5544280880195185,332,3,1498580014,0,0,224,258
10013.exe,1,0,0,0,0.10191042566270775,7.364795902912171,332,3,1511525531,0,0,224,34
10014.exe,1,0,0,0,6.2882777497520586,6.942342481820203,332,4,1384867440,0,0,224,259
10015.exe,1,0,0,1,0.085238686413312,4.742143629201318,332,5,1494505297,0,0,224,8462
10016.exe,1,0,0,0,3.904630653649771,6.070716172045358,332,3,1000915577,0,0,224,271
10017.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
10018.exe,1,0,0,0,0.10191042566270775,6.9792913950708835,332,3,1516090519,0,0,224,258
10019.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
10020.exe,1,0,0,0,4.790648503712119,7.210107400873202,332,4,1377706929,0,0,224,258
10021.exe,1,0,0,0,0.08153941234324169,7.155775517772301,332,3,1390213608,0,0,224,258
10022.exe,1,0,0,0,2.048047747269426,6.221504392783579,34404,6,1577599039,0,0,240,34
10023.exe,1,1,2,1,4.1420947174328635,7.918461030426947,332,3,1390567004,0,0,224,271
10024.exe,1,1,1,1,4.617894309842985,7.668251063803409,332,5,1245360803,0,0,224,271
10025.exe,1,0,0,0,0.10191042566270775,6.888877399402045,332,3,1512546731,0,0,224,34
10026.exe,1,0,1,0,1.6935179406458614,6.664528540295447,332,6,1594256728,0,0,224,8450
10027.exe,1,0,2,0,2.3754302953107778,6.714178534515431,332,6,286331153,0,0,224,258
10028.exe,1,0,0,0,3.296334310418985,6.482973953839951,332,4,1018662584,0,0,224,271
10029.exe,1,0,1,1,4.421284625561143,6.403453617755814,332,5,1245360803,0,0,224,271
10030.exe,1,0,0,0,1.343743300380821,6.553433967169685,332,4,1495658914,0,0,224,259
10031.exe,1,1,0,0,2.8872630083373396,7.615903921202244,332,2,0,0,0,224,271
10032.exe,1,1,4,1,1.511231327315535,7.9563057529603585,332,8,1067570613,0,0,224,386
10033.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
10034.exe,1,0,0,0,3.5846754794595586,6.559123024217623,332,3,1075206296,0,0,224,271
10035.exe,1,1,3,1,2.5545928556262174,7.906674227948282,332,3,1358396537,0,0,224,259
10036.exe,1,0,1,2,1.180446537841708,6.303238315487239,332,7,1292577252,0,0,224,783
10037.exe,1,1,2,1,2.68191360886218,7.999643147892842,332,3,944367329,0,0,224,258
7026.exe,1,0,1,1,0.30140680731160896,5.958492704153813,34404,7,1436498373,0,0,240,34
7027.exe,1,1,0,0,0.07436817085820463,7.990501365664618,332,4,1329409810,0,0,224,271
7028.exe,1,1,0,0,5.035095770850417,7.977098721600321,332,4,1343811892,0,0,224,258
7029.exe,1,1,0,0,4.2516646054999985,7.844151192802983,332,4,1335469004,0,0,224,271
7030.exe,1,1,0,0,6.216657774482751,7.682399530252305,332,3,1297911846,0,0,224,258
7031.exe,1,1,0,0,0.020393135236084953,7.861364077640965,332,4,1304906909,0,0,224,258
7032.exe,1,1,1,0,2.6583496881287845,7.772964528674811,332,4,1330803002,0,0,224,258
7033.exe,1,0,0,0,2.5972473294727156,6.6443635434325525,332,5,1333758254,0,0,224,8450
7034.exe,1,1,4,0,0.020393135236084953,7.991497947907452,332,8,1337086863,0,0,224,258
7035.exe,1,1,2,1,3.6332859160227953,7.999129004620542,332,3,1308581749,0,0,224,271
7036.exe,1,0,3,0,0.16032872589902852,6.998705541046573,332,7,1334673618,0,0,224,270
7037.exe,1,0,0,0,3.006900573287329,5.371524626371496,34404,2,1341813352,0,0,240,34
7038.exe,1,1,0,0,0.7117425825952525,7.90476851967124,332,4,1343807577,0,0,224,271
7039.exe,1,1,1,0,0.2672130101558982,7.988201018489935,332,6,1213801317,0,0,224,258
7040.exe,1,0,0,0,0.40554835374125364,6.636016210302768,332,4,1319571264,0,0,224,271
7041.exe,1,0,0,1,4.0498301535559476,6.642957553153262,332,4,0,0,0,224,271
7042.exe,1,1,1,0,0.2657969288424753,7.988110917185574,332,6,1206677752,0,0,224,258
7043.exe,1,1,0,0,6.639922652369085,7.876951605912776,332,4,1333619166,0,0,224,271
7044.exe,1,1,0,0,3.061318756601261,7.806967033917236,332,4,1341255872,0,0,224,271
7045.exe,1,0,0,0,0.08153941234324169,5.038624473846016,332,3,1433126460,0,0,224,258
7046.exe,1,0,0,0,2.6080500521801606,6.64371415471065,332,5,1333759195,0,0,224,8450
7047.exe,1,1,0,0,1.6435449676805993,7.638842118775827,332,4,1333049654,0,0,224,271
7048.exe,1,1,0,0,5.947518968663495,7.913886501284921,332,4,1345553128,0,0,224,271
7049.exe,1,1,0,0,4.993536061494493,7.98546413581603,332,4,1342527051,0,0,224,271
7050.exe,1,1,0,0,4.206686935448474,7.872454780606177,332,4,1335379208,0,0,224,271
7051.exe,1,1,0,0,0.08479640098817659,7.92016379307659,332,4,1329409810,0,0,224,271
7052.exe,1,1,0,1,4.0846967514373,7.852257822391196,332,4,1326871294,0,0,224,271
7053.exe,1,1,5,0,0.43710972513537405,7.88948688615171,332,9,1305524318,0,0,224,258
7054.exe,1,1,0,0,4.224082501265148,7.863153098067854,332,4,1335210826,0,0,224,271
7055.exe,1,0,0,0,3.88887841309414,6.61520163528434,332,5,1343269363,0,0,224,258
7056.exe,1,0,0,1,1.519500219654748,6.6443635434325525,332,5,1333758254,0,0,224,8450
7057.exe,1,1,1,0,3.0473513214874757,7.6691912714689945,332,5,1332321905,0,0,224,270
7058.exe,1,1,1,0,0.06116285224115448,7.965978131563429,332,5,1343901456,0,0,224,258
7059.exe,1,0,0,0,4.994554475176324,6.393578383504517,332,5,1493998133,0,0,224,258
7060.exe,1,0,0,0,0.4023792985675851,6.630744894108698,332,4,1319571264,0,0,224,271
7061.exe,1,0,2,1,1.7059474509401915,6.336599662738414,34404,8,1448426406,0,0,240,34
7062.exe,1,1,1,0,0.2659324651124811,7.98850907282419,332,6,1212820149,0,0,224,258
7063.exe,1,0,0,0,2.6058640429280744,6.6434410073850465,332,5,1333760698,0,0,224,8450
7064.exe,1,1,0,0,3.932793706934818,7.7367346151503575,332,4,1344630696,0,0,224,271
7065.exe,1,1,0,0,0.06784557522715084,7.943866920616396,332,4,1300731694,0,0,224,271
7066.exe,1,1,0,0,2.006387977875609,7.757354957673865,332,5,1332890427,0,0,224,270
7067.exe,1,1,0,0,4.893296355983644,7.976308943038359,332,4,1342376926,0,0,224,271
7068.exe,1,0,2,0,0.020393135236084953,6.512153575240319,34404,8,1471202119,0,0,240,34
7069.exe,1,1,2,0,0.16032872589902852,7.561120538987713,332,6,1334557514,0,0,224,270
7070.exe,1,1,0,0,4.972571639180036,7.976261161876778,332,4,1342438141,0,0,224,271
7071.exe,1,1,1,1,3.941067244828974,7.82102939577899,332,5,1335786759,0,0,224,271
7072.exe,1,0,0,0,2.609384366509552,6.674702571784401,332,5,1334932159,0,0,224,8450
7073.exe,1,1,0,1,4.322105415808366,7.786876504135098,332,4,0,0,0,224,271
7074.exe,1,1,0,1,4.061375298977546,7.887500421660118,332,4,0,0,0,224,271
7075.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
7076.exe,1,1,0,0,5.947904601469269,7.766107568822668,332,4,1344518840,0,0,224,271
7077.exe,1,0,5,5,0.416541661794913,6.050632418192529,332,8,1342190413,0,0,224,270
7078.exe,1,0,0,0,0.4269158170321052,6.200980557185829,34404,6,1436498255,0,0,240,34
7079.exe,1,1,0,0,4.224082501265148,7.847387937338301,332,4,1335210826,0,0,224,271
7080.exe,1,1,2,0,0.37387747993819864,7.943055400392329,332,6,1303630922,0,0,224,258
7081.exe,1,0,1,1,4.246433195949993,7.196414031320555,332,5,1335900359,0,0,224,271
7082.exe,1,1,0,0,3.9187603444757952,7.736311004526726,332,4,1344630696,0,0,224,271
7083.exe,1,1,0,0,6.04501116196145,7.96999158276915,332,4,1345643715,0,0,224,271
7084.exe,1,0,2,0,0.020393135236084953,6.451730839491938,332,7,1482201865,0,0,224,258
7085.exe,1,0,5,5,0.4255926339982148,6.051209072143652,332,8,1342052453,0,0,224,270
7086.exe,1,1,5,0,0.4282633872193959,7.940749452288016,332,9,1295595284,0,0,224,258
7087.exe,1,1,0,0,3.8072317617062184,7.864937305119654,332,4,1334914772,0,0,224,271
7088.exe,1,0,0,0,2.6109638913445905,6.665669828105493,332,5,1334667530,0,0,224,8450
7089.exe,1,1,0,0,0.0821922343215099,7.944087231408611,332,4,1305462840,0,0,224,271
7090.exe,1,0,0,0,0.4023792985675851,6.697874151285479,332,4,1319571264,0,0,224,271
7091.exe,1,1,0,0,6.585465778538589,7.872689485525546,332,4,1333570409,0,0,224,271
7092.exe,1,1,0,0,3.9002684118479682,7.736191215309829,332,4,1344630696,0,0,224,271
7093.exe,1,0,0,0,1.4142273613713419,6.1044364086043945,34404,6,1399494993,0,0,240,34
7094.exe,1,0,5,5,0.416541661794913,6.04503501548822,332,8,1342116134,0,0,224,270
7095.exe,1,1,0,0,2.076710866356221,7.528232831439291,332,4,1332562793,0,0,224,270
7096.exe,1,1,0,0,5.080325201049165,7.99585186394589,332,4,1424759527,0,0,224,259
7097.exe,1,1,0,0,0.7090325165107664,7.903372257811226,332,4,1343978785,0,0,224,271
7098.exe,1,1,0,0,2.6404553221085836,7.637137667563602,332,4,1333049649,0,0,224,271
7099.exe,1,1,1,0,0.26654043019931534,7.987597704699549,332,6,1213886148,0,0,224,258
7100.exe,1,1,0,0,6.11636379293608,7.779947360032671,332,3,1305971022,0,0,224,258
7101.exe,1,0,4,0,0.16032872589902852,7.077588787420797,332,8,1334804429,0,0,224,270
7102.exe,1,0,0,0,3.2648906146015046,7.955429936905849,332,5,1313447213,0,0,224,8450
7103.exe,1,0,5,0,0.16032872589902852,7.080817108741303,332,9,1335011054,0,0,224,270
7104.exe,1,1,1,0,0.26751699269931534,7.988508077759886,332,6,1212820149,0,0,224,258
7105.exe,1,1,0,1,4.011324964053993,7.881556445801192,332,4,1302935608,0,0,224,271
7106.exe,1,1,1,0,0.10431583732584766,7.708138293123558,332,5,1331491193,0,0,224,271
7107.exe,1,1,0,0,3.816399394457816,7.769359088218244,332,4,1332535995,0,0,224,271
7108.exe,1,1,0,0,0.06784557522715084,7.9441749434918325,332,4,1300731694,0,0,224,271
7109.exe,1,0,3,1,0.19743807838821048,5.90872017042085,34404,9,34184,0,0,240,559
7110.exe,1,1,0,0,4.973305947003552,7.976128277833987,332,4,1342295985,0,0,224,271
7111.exe,1,0,2,1,0.3164000245953951,6.303747120190791,332,7,1436498990,0,0,224,258
7112.exe,1,1,0,0,3.8661069849143765,7.736050363968069,332,4,1344608860,0,0,224,271
7113.exe,1,0,0,1,1.5223664497997191,6.643661752884318,332,5,1333985852,0,0,224,8450
7114.exe,1,0,0,0,3.584400212626738,6.671668651905684,332,5,1503574016,0,0,224,290
7115.exe,1,1,0,0,4.980280635290733,7.976299476984683,332,4,1342351835,0,0,224,271
7116.exe,1,1,0,0,4.43888971703012,7.806287918347684,332,4,1341321576,0,0,224,271
7117.exe,1,0,3,3,2.617643850195868,7.282019891671807,332,7,1337989170,0,0,224,270
7118.exe,1,1,0,0,3.6455248594362097,7.897627183278108,332,4,1335031099,0,0,224,271
7119.exe,1,0,0,0,2.6075121105390924,6.643268331165142,332,5,1333758488,0,0,224,8450
7120.exe,1,1,5,0,0.41684622993819864,7.971130956499303,332,9,1297596187,0,0,224,258
7121.exe,1,1,5,5,4.235309016281385,7.516731924058245,332,9,1333200037,0,0,224,270
7122.exe,1,0,0,1,2.990985468440077,7.568676685864208,332,6,1172560886,0,0,224,783
7123.exe,1,1,0,0,0.8632932490940102,7.964081595507622,332,4,1341691629,0,0,224,271
7124.exe,1,0,0,1,1.7836823112387923,6.644508379259647,332,5,1331946513,0,0,224,8450
7125.exe,1,1,0,0,2.2479703481368913,7.887387578824839,332,4,1333707682,0,0,224,271
7126.exe,1,1,0,0,0.7115314689186913,7.904590364455786,332,4,1343820636,0,0,224,271
7127.exe,1,1,0,0,2.944375755687512,7.966631049997706,332,4,1331800726,0,0,224,271
7128.exe,1,1,0,0,3.770000384660344,7.76609149258067,332,4,1332675903,0,0,224,271
7129.exe,1,1,0,0,1.6599662766231889,7.638575924039596,332,4,1333049654,0,0,224,271
7130.exe,1,1,1,0,0.26742112070119883,7.987284613363101,332,6,1209743878,0,0,224,258
7131.exe,1,1,0,1,4.07240291527501,7.852450021042427,332,4,1326871294,0,0,224,271
7132.exe,1,1,1,1,1.9411925072141014,7.715098306809331,332,5,1332575989,0,0,224,270
7133.exe,1,0,0,0,2.6068069224793287,6.6440257430174805,332,5,1333758018,0,0,224,8450
7134.exe,1,0,5,5,0.12943919267108936,6.047104674678305,332,8,1342278088,0,0,224,270
7135.exe,1,0,0,0,1.6649936702546246,7.134045323782584,332,4,1335540041,0,0,224,270
7136.exe,1,0,5,5,0.12943919267108936,6.050002960173482,332,8,1342347673,0,0,224,270
7137.exe,1,0,0,0,0.08153941234324169,5.630842404716029,332,3,1343347307,0,0,224,258
7138.exe,1,1,0,0,0.7953526736630464,7.9787400377565065,332,4,1342787387,0,0,224,271
7139.exe,1,1,0,0,5.464913894197383,7.91061532821003,332,5,1127539152,0,0,224,258
7140.exe,1,0,0,0,2.6024222637913783,6.64316075947628,332,5,1333755659,0,0,224,8450
7141.exe,1,1,0,0,4.19189111895225,7.874675798894716,332,4,1335291770,0,0,224,271
7142.exe,1,1,0,0,2.002893648694983,7.975975848948434,332,4,1342207595,0,0,224,271
7143.exe,1,0,0,0,0.40554835374125364,6.665303455837302,332,4,1319571264,0,0,224,271
7144.exe,1,0,0,0,2.603873750411478,6.614868351874289,332,5,1324177877,0,0,224,8450
7145.exe,1,1,0,0,5.961792865553879,7.920792349399862,332,4,1343629823,0,0,224,271
7146.exe,1,1,2,0,0.16032872589902852,7.566961855269597,332,6,1334328614,0,0,224,270
7147.exe,1,1,1,0,2.6685940484761215,7.772910098303241,332,4,1330803002,0,0,224,258
7148.exe,1,1,1,0,0.26702871144931534,7.987670948117526,332,6,1212822663,0,0,224,258
7149.exe,1,0,3,0,0.9727296750744064,6.608868777824585,332,7,1326821167,0,0,224,258
7150.exe,1,1,1,0,0.20139685384821965,7.989897593779651,332,6,1215530591,0,0,224,258
7151.exe,1,1,0,0,3.810806908300821,7.731257906504633,332,4,1344542973,0,0,224,271
7152.exe,1,1,3,1,4.164608791209801,7.980779434491256,332,9,1199997096,0,0,224,271
7153.exe,1,0,3,1,0.2069200177871819,6.210442554659414,34404,9,71632,0,0,240,559
7154.exe,1,0,0,1,1.5220447319202646,6.6443635434325525,332,5,1333758254,0,0,224,8450
7155.exe,1,0,0,1,1.5218844735053545,6.643807595934541,332,5,1333755894,0,0,224,8450
7156.exe,1,0,5,0,0.16032872589902852,7.083583968400563,332,9,1334977250,0,0,224,270
7157.exe,1,1,0,0,1.9787153239425603,7.953821178578607,332,4,1334327096,0,0,224,271
7158.exe,1,0,0,0,4.415599964165836,5.8329951346343965,332,4,1111728790,0,0,224,259
7159.exe,1,1,0,0,3.4288509285494024,7.921620139472246,332,4,1343210481,0,0,224,271
7160.exe,1,0,0,0,2.1021421438980834,6.1548494930991104,332,4,1383660538,0,0,224,271
7161.exe,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
7162.exe,1,1,0,0,6.2163773115844805,7.685080169473143,332,3,1297911846,0,0,224,258
7163.exe,1,0,5,0,0.16032872589902852,7.084449184722436,332,9,1335099705,0,0,224,270
7164.exe,1,1,0,0,5.486484948899434,7.952557852766,332,3,1294979457,0,0,224,258
7165.exe,1,1,2,0,0.16032872589902852,7.566754123566375,332,6,1334386214,0,0,224,270
7166.exe,1,0,0,0,4.263536033701057,6.5370169584176505,332,5,1151354264,0,0,224,258
7167.exe,1,1,0,0,0.08952421866257136,7.61900740092717,332,4,1305462840,0,0,224,271
7168.exe,1,0,0,0,1.3780399849032934,6.557716932830046,332,3,1331235072,0,0,224,259
7169.exe,1,1,0,0,6.032913482999734,7.9148769718505285,332,4,1345385364,0,0,224,271
7170.exe,1,1,0,0,0.7327050602348165,7.755186151352486,332,4,1331408674,0,0,224,271
7171.exe,1,1,0,0,3.454148459528483,7.921172811363224,332,4,1343160515,0,0,224,271
7172.exe,1,0,0,0,4.415599964165836,5.854813392443492,332,4,1146814278,0,0,224,259
7173.exe,1,1,0,0,2.076710866356221,7.5264423292391,332,4,1332524415,0,0,224,270
7174.exe,1,1,0,0,6.210278532134049,7.847275272026753,332,3,1303612651,0,0,224,258
7175.exe,1,1,0,0,4.439134869912677,7.80605447391607,332,4,1341321576,0,0,224,271
7176.exe,1,0,0,0,0.013126943721219527,6.666428875106952,332,5,1332480751,0,0,224,8450
7177.exe,1,1,1,0,0.07269623174313791,7.6025175237568074,332,5,1331491212,0,0,224,271
7178.exe,1,1,0,0,6.117981133378718,7.76630379996559,332,4,1344502417,0,0,224,271
7179.exe,1,1,0,1,4.129185470024831,7.852682140382837,332,4,1302935608,0,0,224,271
7180.exe,1,1,0,0,3.4497666202385195,7.830936655962808,332,4,1340805474,0,0,224,271
7181.exe,1,1,5,0,0.43710972513537405,7.912576620741453,332,9,1295970970,0,0,224,258
7182.exe,1,1,0,0,3.7341849993023333,7.7657750838807145,332,4,1344502417,0,0,224,271
7183.exe,1,1,5,0,0.4282633872193959,7.947078175984515,332,9,1295595284,0,0,224,258
7184.exe,1,0,0,0,4.364750557109025,6.8245006762428195,332,4,1333994520,0,0,224,270
7185.exe,1,1,1,1,3.9647664152474644,7.822578310248527,332,5,1335776971,0,0,224,271
7186.exe,1,1,0,0,0.020393135236084953,7.859154820019038,332,4,1304906909,0,0,224,258
7187.exe,1,0,5,5,0.12943919267108936,6.049995333811111,332,8,1342311628,0,0,224,270
7188.exe,1,0,1,1,4.246433195949993,7.194877434845775,332,5,1335900359,0,0,224,271
7189.exe,1,1,0,0,5.963741331928171,7.920963170112616,332,4,1343629823,0,0,224,271
7190.exe,1,0,0,0,4.374466941719402,6.980279568589169,332,4,1334319668,0,0,224,270
7191.exe,1,1,0,0,0.7910560145741392,7.984175110092768,332,4,1342681101,0,0,224,271
7192.exe,1,1,0,0,4.258259086178153,7.818518482614776,332,4,1335342692,0,0,224,271
7193.exe,1,1,0,0,4.9673558566680605,7.98537666550962,332,4,1342615498,0,0,224,271
7194.exe,1,0,3,2,2.6228839194902287,7.126418334276951,332,7,1335994832,0,0,224,270
7195.exe,1,0,1,0,0.39414097513537405,6.555548101442707,332,5,1339247989,0,0,224,259
7196.exe,1,0,0,1,1.519504097840793,6.643661752884318,332,5,1333985852,0,0,224,8450
7197.exe,1,1,0,0,1.1369952838140192,7.967267522815368,332,4,1331844927,0,0,224,271
7198.exe,1,1,5,0,0.4282633872193959,7.942942094541041,332,9,1295595284,0,0,224,258
7199.exe,1,0,9,9,0.7084378349416649,6.540600283578689,332,12,1339833621,0,0,224,270
7200.exe,1,0,0,0,2.609810686002616,6.620742908237384,332,5,1327338084,0,0,224,8450
7201.exe,1,1,0,0,4.979604545820846,7.976643963035561,332,4,1343041823,0,0,224,271
7202.exe,1,1,0,0,4.086669353921806,7.881579425693281,332,4,1332063510,0,0,224,271
7203.exe,1,1,0,0,6.644154206397415,7.569671181247257,332,4,1333306672,0,0,224,271
7204.exe,1,1,0,0,4.411523851224206,7.876581649570273,332,4,1340713038,0,0,224,271
7205.exe,1,1,2,0,0.37387747993819864,7.878578066945928,332,6,1307674046,0,0,224,258
7206.exe,1,1,0,0,3.388130949619665,7.897589436187038,332,4,1304411205,0,0,224,258
7207.exe,1,1,0,0,2.2312023536687153,7.869036135012341,332,4,1334434652,0,0,224,271
7208.exe,1,0,3,1,0.17014565200323517,6.023787605336894,34404,9,55788,0,0,240,559
7209.exe,1,1,0,0,0.8875997383640329,7.965168201303227,332,4,1341605171,0,0,224,271
7210.exe,1,0,0,1,1.5224851365477325,6.6434410073850465,332,5,1333760698,0,0,224,8450
7211.exe,1,1,0,1,4.052194744637859,7.9220410167341395,332,4,0,0,0,224,271
7212.exe,1,0,4,1,0.19743807838821048,6.0154698221294485,34404,11,0,26624,96,240,39
7213.exe,1,1,0,0,3.158252122122719,7.941040965378198,332,4,1334737687,0,0,224,271
7214.exe,1,1,0,0,2.076710866356221,7.528250080108666,332,4,1332555603,0,0,224,270
7215.exe,1,1,5,0,0.41684622993819864,7.971000954542433,332,9,1297596187,0,0,224,258
7216.exe,1,1,0,0,5.976067995805969,7.831630460867666,332,4,1345273684,0,0,224,271
7217.exe,1,0,3,3,2.4745000159258113,7.28046583415905,332,7,1338220910,0,0,224,270
7218.exe,1,1,1,1,3.0609263660238963,7.631516189361449,332,5,1331882471,0,0,224,270
7219.exe,1,1,0,0,0.23179314812967192,7.880712831751024,332,4,1393335634,0,0,224,783
7220.exe,1,1,0,1,4.076926004435139,7.882069817493388,332,4,0,0,0,224,271
7221.exe,1,0,1,0,0.0032818649698048933,6.122725416297677,332,4,1383747683,0,0,224,271
7222.exe,1,1,5,0,0.4282633872193959,7.949883244426888,332,9,1295595284,0,0,224,258
7223.exe,1,1,0,0,4.365003733337219,7.870946149818321,332,4,1335109490,0,0,224,271
7224.exe,1,1,0,0,2.132619346484889,7.718084743793662,332,4,1352805536,0,0,224,259
7225.exe,1,1,0,0,3.9590932732517325,7.736047784148969,332,4,1344630696,0,0,224,271
7226.exe,1,1,0,0,0.7131036188549679,7.903909856846642,332,4,1344152329,0,0,224,271
7227.exe,1,0,0,0,4.415599964165836,5.854520860513684,332,4,1333442820,0,0,224,259
7228.exe,1,1,0,0,4.642714226706581,7.812409650555463,332,4,1341495409,0,0,224,271
7229.exe,1,1,0,1,4.048100121313239,7.8877664437120165,332,4,0,0,0,224,271
7230.exe,1,0,3,0,0.16032872589902852,7.00166912699626,332,7,1334692089,0,0,224,270
7231.exe,1,0,0,0,0.42013066021895284,7.096621462545317,332,4,1319571264,0,0,224,271
7232.exe,1,0,0,1,1.7899112034219185,6.621493159205313,332,5,1330562183,0,0,224,8450
7233.exe,1,1,0,0,3.32678417120467,7.896833037020302,332,4,1304411205,0,0,224,258
7234.exe,1,1,0,0,6.04501116196145,7.969909435031298,332,4,1345643715,0,0,224,271
7235.exe,1,0,0,0,2.609071890484803,6.667153750669879,332,5,1332479708,0,0,224,8450
7236.exe,1,0,4,1,0.2069200177871819,6.087302693028848,34404,11,0,55296,167,240,39
7237.exe,1,1,0,0,3.982417446495472,7.843595368707497,332,4,1335608472,0,0,224,271
7238.exe,1,1,0,0,2.2015858895064944,7.947202060238727,332,4,1342094796,0,0,224,271
7239.exe,1,1,0,0,3.8661069849143765,7.736050363968069,332,4,1344608860,0,0,224,271
7240.exe,1,1,0,0,4.206686935448474,7.874962314040588,332,4,1335379208,0,0,224,271
7241.exe,1,1,0,0,4.32496077608363,7.889349152936892,332,4,1332087689,0,0,224,271
7242.exe,1,1,2,0,0.37387747993819864,7.880082280257575,332,6,1307674046,0,0,224,258
7243.exe,1,0,0,0,4.370284240370367,6.8647690512308275,332,4,1334056845,0,0,224,270
7244.exe,1,1,2,1,3.0448646759532694,7.719680056139615,332,6,1332163511,0,0,224,270
7245.exe,1,0,2,0,0.16032872589902852,7.00898331333313,332,6,1334655644,0,0,224,270
7246.exe,1,1,0,0,4.510340047798733,7.98186883218612,332,4,1345751731,0,0,224,271
7247.exe,1,1,3,1,4.164608791209801,7.980779434491256,332,9,1199997096,0,0,224,271
7248.exe,1,1,0,0,3.9590932732517325,7.736047784148969,332,4,1344630696,0,0,224,271
7249.exe,1,0,0,0,2.6101827957290697,6.674417448850635,332,5,1334928903,0,0,224,8450
7250.exe,1,1,0,1,4.059423941258024,7.852419447368221,332,4,1326871294,0,0,224,271
7251.exe,1,0,0,0,2.6080500521801606,6.643844233661688,332,5,1333758959,0,0,224,8450
7252.exe,1,1,0,0,0.020393135236084953,7.933589130680559,332,4,1293164847,0,0,224,258
7253.exe,1,1,0,0,0.7093587068369268,7.905070503092207,332,4,1343807577,0,0,224,271
7254.exe,1,1,0,0,3.8661069849143765,7.736050363968069,332,4,1344608860,0,0,224,271
7255.exe,1,1,0,0,5.035095770850417,7.976637237859237,332,4,1343811892,0,0,224,258
7256.exe,1,1,0,0,5.82097136187403,7.948822705418155,332,4,1119216190,0,0,224,259
7257.exe,1,1,0,0,1.9489780380055324,7.6365851233181266,332,3,1333534830,0,0,224,270
7258.exe,1,1,0,1,4.069679965317924,7.921909024867311,332,4,0,0,0,224,271
7259.exe,1,1,0,0,0.7327050602348165,7.755186151352486,332,4,1331408674,0,0,224,271
7260.exe,1,1,1,0,0.26605214894931534,7.988139631976806,332,6,1213803033,0,0,224,258
7261.exe,1,0,0,0,0.10191042566270775,5.940164816243783,332,3,1343348885,0,0,224,258
7262.exe,1,1,0,0,6.11856855326581,7.77911134260112,332,3,1305971022,0,0,224,258
7263.exe,1,0,0,1,1.5215543983470097,6.643807595934541,332,5,1333755894,0,0,224,8450
7264.exe,1,1,2,0,0.37387747993819864,7.879492735729097,332,6,1307674046,0,0,224,258
7265.exe,1,0,0,0,2.609384366509552,6.674702571784401,332,5,1334932159,0,0,224,8450
7266.exe,1,1,0,0,4.3726772569066785,7.703360863117896,332,4,1334249404,0,0,224,270
7267.exe,1,1,0,0,4.539365694133828,7.972864887236382,332,4,1341586878,0,0,224,258
7268.exe,1,0,0,0,0.4023792985675851,6.697874151285479,332,4,1319571264,0,0,224,271
7269.exe,1,1,0,0,4.119349443815889,7.775873895262307,332,4,1332493366,0,0,224,271
7270.exe,1,0,1,0,1.5545988507011996,7.12683008056354,332,5,1335268841,0,0,224,270
7271.exe,1,0,0,0,0.40554835374125364,6.679610524206915,332,4,1319571264,0,0,224,271
7272.exe,1,1,0,1,4.0742777391844225,7.882035050975922,332,4,0,0,0,224,271
7273.exe,1,1,0,0,6.62970945294834,7.569906335568268,332,4,1333306672,0,0,224,271
7274.exe,1,0,0,0,4.18877980206335,6.669434923693829,332,4,1267348466,0,0,224,258
7275.exe,1,1,0,0,1.1369952838140192,7.968333732991305,332,4,1331844927,0,0,224,271
7276.exe,1,1,0,0,0.0821922343215099,7.944125759587052,332,4,1305462840,0,0,224,271
7277.exe,1,1,5,0,0.43710972513537405,7.897418715890547,332,9,1305524318,0,0,224,258
7278.exe,1,1,0,0,2.9437350172047423,7.967287974105566,332,4,1331800726,0,0,224,271
7279.exe,1,0,4,1,0.19743807838821048,5.903646065225153,34404,11,0,26112,87,240,39
7280.exe,1,1,0,0,2.9157201862216806,7.966778645974583,332,4,1331800726,0,0,224,271
