name,isSafe,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
1580,0,1,2,0,0,0,0,0,0,61952,371712,0,428606,65536,5,16,435200,512,512,1,1,0,0.26806988881906396,7.987463924658394,6,1208452998,0,0,224,258,0,77
6388,1,1,3,0,1,0,0,1,0,173056,161792,0,29468,5368709120,6,16,352256,4096,512,0,0,0,3.2314735720873746,6.957584133976991,5,1484853358,0,0,240,1059,0,0
1582,0,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.52042377387549,6.64371415471065,5,1333759195,0,0,224,8450,0,0
6400,1,1,12,1,1,0,0,1,1,41472,17408,0,43856,5368709120,10,16,77824,4096,512,0,0,0,0.37479724348767507,6.247603415626976,6,1436498133,0,0,240,34,0,0
1583,0,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5223131654657074,6.643716243363036,5,1333985584,0,0,224,8450,0,0
6403,1,1,2,0,0,0,0,1,0,240640,516096,0,229236,5368709120,5,16,774144,4096,512,0,0,0,0.9967260637654609,6.3572832093247955,6,1484588724,0,0,240,34,0,0
1584,0,1,2,0,0,0,0,0,0,61952,372736,0,429630,65536,5,16,436224,512,512,1,1,0,0.26904645131906396,7.98917369640732,6,1207752780,0,0,224,258,0,77
6415,1,1,11,1,1,0,0,1,1,1068032,1144320,0,956240,5368709120,5,16,2232320,4096,512,0,2,0,0.020393135236084953,6.50696635687994,8,1471202113,0,0,240,34,0,0
1586,0,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.8536226029402805,7.736371073012554,4,1344608860,0,0,224,271,0,0
6418,1,1,12,0,0,0,0,1,0,13824,32768,3072,5328,4194304,5,16,73728,4096,512,0,4,1,0.19743807838821048,5.834618791125994,11,0,34304,146,240,39,0,0
1587,0,1,7,1,1,1,0,1,0,151552,65536,0,84506,1677721600,4,16,237568,4096,4096,0,0,0,0.013126943721219527,6.666073122845747,5,1332476108,0,0,224,8450,0,0
6419,1,1,18,1,1,0,0,1,1,718336,725504,0,555616,4194304,5,16,1486848,4096,512,0,0,0,3.1411950377368387,6.2873966383363875,5,1470902032,0,0,240,35,0,0
1588,0,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.607859438814721,6.6440440229725315,5,1333756130,0,0,224,8450,0,439
6424,1,1,5,1,0,1,0,1,0,29184,21504,0,31618,4194304,6,16,65536,4096,512,0,0,0,1.516019782235787,6.283573257773661,5,1484797805,0,0,224,258,0,67
1589,0,1,4,1,1,0,0,1,0,112128,15872,0,109696,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.077585456931465,8,1334810890,0,0,224,270,0,278
6429,1,1,2,0,0,0,0,1,0,44032,40448,0,9843,4194304,5,16,102400,4096,512,0,0,0,2.1120445234011043,6.47730713798189,5,1465051105,0,0,224,258,0,165
159,0,1,7,1,1,0,0,1,1,8192,370024,425984,4808,4194304,4,16,819200,4096,4096,1,0,0,3.426028963200651,7.4771159445308975,4,1331544256,0,0,224,271,0,0
6436,1,1,11,0,0,0,0,1,0,26112,47616,3072,5328,4194304,5,16,86016,4096,512,0,4,1,0.186582516434666,5.962006157293075,11,0,49152,163,240,39,0,0
1590,0,1,4,0,1,0,0,1,0,12288,397312,0,5656,4194304,4,16,823296,4096,4096,1,0,0,0.788449773578909,7.977945689378029,4,1342817547,0,0,224,271,0,0
6447,1,1,1,0,0,0,0,0,0,73728,16384,0,78862,4194304,4,16,106496,8192,4096,0,0,0,0.016408464515625623,5.437738934807221,3,1328932352,0,0,224,258,0,0
1591,0,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.765328692504979,4,1332675903,0,0,224,271,0,0
6455,1,1,5,0,1,0,0,1,0,120832,68096,10752,5376,4194304,5,16,229376,4096,512,0,3,1,0.2005819074398449,6.260736606370273,9,215556,0,0,240,559,0,0
1592,0,1,4,0,1,0,1,1,0,45056,393216,0,5968,4194304,4,16,823296,4096,4096,1,0,0,4.012074514597638,7.731603601479854,4,1344692537,0,0,224,271,0,0
6481,1,1,16,0,1,0,0,1,1,318976,331776,0,274693,4194304,5,16,663552,4096,512,0,0,0,4.805749249944491,7.715010365977811,5,1439586039,0,0,224,258,0,9323
1593,0,1,3,0,1,0,0,1,0,57344,389120,0,7136,4194304,4,16,823296,4096,4096,1,0,0,4.510340047798733,7.982072840450848,4,1345751731,0,0,224,271,0,0
6482,1,1,6,0,0,0,0,1,0,11264,30720,6144,5328,4194304,5,16,65536,4096,512,0,4,1,0.19743807838821048,6.053105267784746,11,548208640,32256,107,240,39,0,0
1594,0,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.517262109771764,6.6443635434325525,5,1333758254,0,0,224,8450,0,0
6498,1,1,4,1,0,0,0,1,0,28160,44544,0,27344,5368709120,10,16,90112,4096,512,0,1,0,0.6457193398566548,6.1547632626569895,7,1436497985,0,0,240,34,0,0
1595,0,1,4,0,1,0,0,1,0,112128,26624,0,111632,4194304,4,16,147456,4096,512,0,0,0,4.372521072121074,6.9793388488903565,4,1334328019,0,0,224,270,0,762
6506,1,1,7,1,1,0,0,1,1,41984,128512,4608,5312,4194304,4,16,163840,4096,512,0,3,1,0.2069200177871819,7.296145528549678,9,0,130048,0,224,271,0,0
1596,0,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.26723682199461596,7.988470776344188,6,1209743179,0,0,224,258,0,77
6515,1,1,12,0,0,0,0,1,0,19456,43520,4096,5328,4194304,5,16,77824,4096,512,0,4,1,0.19743807838821048,5.92274445389622,11,13047840,45056,212,240,39,0,0
1597,0,1,7,1,1,1,0,1,0,151552,65536,0,84506,1677721600,4,16,237568,4096,4096,0,0,0,0.013126943721219527,6.667172839607621,5,1332481582,0,0,224,8450,0,0
6516,1,1,13,1,1,0,0,1,1,267264,287744,0,170656,5368709120,5,16,598016,4096,512,0,0,0,3.41251581353895,6.282475612461131,5,1310437039,0,0,240,35,0,0
1598,0,1,2,0,0,0,0,0,0,61952,372736,0,429630,65536,5,16,436224,512,512,1,1,0,0.26923075002564684,7.988027676212078,6,1207755291,0,0,224,258,0,77
6530,1,1,3,1,0,0,0,1,0,15360,10240,0,17118,4194304,6,16,36864,4096,512,0,0,0,2.39241455594849,6.2858023553405955,5,1343345207,0,0,224,290,0,30
1599,0,1,11,1,1,0,0,1,0,32768,99840,0,17919,4194304,5,16,155648,4096,512,1,0,0,2.431215077789754,7.979221382337606,5,1343729315,0,0,224,258,0,149
6533,1,1,19,0,1,0,0,1,0,40960,10240,0,42160,4194304,10,16,65536,4096,512,0,1,0,0.1833387916558982,6.673696075988411,6,1436498736,0,0,224,258,0,36
16,0,1,5,0,1,0,0,1,0,28672,430080,245760,7014,4259840,4,16,995328,4096,4096,1,0,0,4.224082501265148,7.8524100089410425,4,1335210826,0,0,224,271,0,0
6541,1,1,27,0,1,0,0,1,0,28672,22528,0,28592,5368709120,10,16,65536,4096,512,0,0,0,1.9338763508342403,6.016971032976372,6,1436498301,0,0,240,34,0,0
1600,0,1,5,0,1,0,0,1,1,28672,434176,249856,7018,4259840,4,16,995328,4096,4096,1,0,0,4.258259086178153,7.839061671197765,4,1335342692,0,0,224,271,0,0
6552,1,1,4,0,0,0,0,1,0,11264,28160,0,13408,5368709120,10,16,57344,4096,512,0,0,0,3.379155919681411,5.918839811660549,6,1436498081,0,0,240,34,0,0
